longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
-120.719,35.777,CAMR,Camp Roberts Military,MIL,805.238.8312,,military only - do not use our lat/lon - contact them for directions and info,,,RS,CA,2.2,NW,San Miguel
-120.738,35.323,CAMS,Camp San Luis Obispo RV Military,MIL,805.594.6500,,military only - do not use our lat/lon - contact them for directions and info,,,RS,CA,5.2,NW,San Luis Obispo
-120.065,38.934,CAMP,Camp Shelley,CP,,,,,6268,NH ND 24ft FT DW SH RS,CA,4.7,W,South Lake Tah
-119.975,38.942,CAML,Campground by the Lake,CP,530) 542-6096,,,170,6306,E DP 40ft FT DW SH,CA,,,South Lake Tahoe
-119.204,34.833,CAMA,Campo Alto,NF,661.245.3731/805.961.5778,,,15,8261,NH ND 22ft VT NW NS NR L$,CA,14.7,N,Pine Mountain
-120.58,39.438,CANY,Canyon Creek,NF,530.288.3231/530.265.4531,,,20,6010,NH VT NW NR,CA,,,
-118.666,36.788,CANV,Canyon View - Sequoia and Kings Canyon National Park,NP,559.565.3341,,,37,4715,NH DP FT DW SH NR,CA,0.3,SE,Cedar Grove
-120.054,38.706,CAPL,Caples Lake,NF,209.295.4251/530.622.5061,mid jun-mid oct,,34,7759,NH ND 40ft VT DW NS NR,CA,4,NE,Kit Carson
-120.406,38.651,CAPP,Capps Crossing,NF,530.644.2324/530.622.5061,mid may-mid sep,,11,5121,NH ND VT DW NS RS,CA,12.3,SE,Pollock Pines
-121,39.52,CARF,Carlton Flat,NF,530.288.3231/530.265.4531,mid apr-mid oct,,26,2297,NH ND 16ft VT DW NS RS,CA,9.6,W,Downieville
-121.529,37.628,CARN,Carnegie State Vehicle Rec Area,SP,925.447.9027,,off road vehicle area,23,,NH ND FT DW NS NR L$,CA,9.6,SW,Tracy
-119.521,34.392,CARP,Carpinteria State Beach,SB,805.968.1033,all year,pay showers - quarters,216,,WES DP 35ft FT DW SH RS,CA,0.5,S,Carpinteria
-120.64,39.401,CARR,Carr Lake,NF,530.288.3231/530.265.4531,,,12,6693,NH ND NS NR,CA,22.3,NE,Nevada City
-119.97,38.28,CASC,Cascade Creek,NF,209.965.3434/209.533.3671,,,14,6115,NH ND 22ft VT NW NS NR L$,CA,25.2,NE,Mi-Wuk
-117.557,33.54,CASP,Caspers Wilderness County Park,CP,,,3 campgrounds,50,,NH DP FT DW SH,CA,6.6,NE,San Juan Capistrano
-117.557,33.54,CAWP,Caspers Wilderness Park,CP,949.923.2211,,,,,,CA,8.7,S,Trabuco Canyon
-117.557,33.54,CASP,Caspers Wilderness Park,CP,,,,,,NH DP,CA,6.6,NE,San Juan Capis
-118.606,34.506,CAST,Castaic Lake,CP,661.257.4050,,Few facilities - is on Castaic Lagoon - call for reserv,60,,NH DP RS,CA,8,N,Santa Clarita
-122.318,41.15,CASP,Castle Crags State Park,SP,530.235.2684,mid may-late dec,,64,3993,NH ND 27ft FT DW SH RS,CA,0.8,N,Castella
-122.379,41.236,CAST,Castle Lake,NF,530.926.4511/530.226.2500,,,6,5325,NH ND 16ft VT NW NS NR,CA,15.4,SW,Mt.Shasta
-121.183,37.7,CASW,Caswell Memorial State Park,SP,209.599.3810,all year,,65,,NH ND 24ft FT DW SH RS,CA,3.8,SW,Ripon
-119.182,37.251,CATA,Catavee,NF,559.855.5355/559.297.0706,early jun-late aug,,30,7064,NH ND 42ft FT DW NS RS PA,CA,0.4,W,Lakeshore
-121.94,41.259,CATC,Cattle Camp,NF,530.926.4511/530.226.2500,,,27,3714,NH ND 32ft VT DW NS NR,CA,10.4,E,McCloud
-119.144,37.935,CATT,Cattleguard,NF,760.647.3045/760.873.2400,,,15,7267,30ft NR,CA,2,SW,Lee Vining
-121.423,40.685,CAVE,Cave,NF,530.336.5521/530.257.2151,,,45,4373,NH ND 25ft VT NW NS NR,CA,0.8,NE,Old Station
-120.204,41.979,CAVL,Cave Lake,NF,530.279.6116/530.233.5811,mid jul-mid oct,,3,6831,NH ND VT NW NS NR N$,CA,4.9,E,New Pine Creek
-122.699,39.264,CEDA,Cedar Camp,NF,530.934.1250/530.934.3316,,,6,4324,NH ND VT NW NS NR,CA,11.2,SW,Stonyford
-118.582,35.749,CEDC,Cedar Creek,NF,760.379.5646/559.784.1500,mid may-mid oct,No RVs,11,4918,NH ND VT DW NS NR,CA,7.7,W,Wofford Heights
-120.294,41.56,CEDP,Cedar Pass,NF,530.279.6116/530.233.5811,,,7,5932,NH ND 17ft VT NW NS NR N$,CA,6.6,W,Cedarville
-115.176,32.975,CEME,Cement Flats - Imperial Sand Dunes OHV,BLM,760.337.4400,,few facil-gravel surface- toilet,,,NH ND VT NW NS NR N$,CA,20.5,E,Brawley
-119.72,38.632,CENT,Centerville Flat,NF,775.882.2766/775.331.6444,,,20,5873,NH ND NS NR N$,CA,,,
-120.741,35.424,CERR,Cerro Alto,NF,805.925.9538/805.961.5778,all year,,22,,NH ND 25ft VT DW NS RS PA,CA,6,SW,Atascadero
-120.516,37.982,CHAM,Chamise - Tuttletown Area - New Melones Lake,BOR,209.536.9094,,mostly walk in sites,36,,NH DP FT DW SH RS,CA,,,Columbia
-119.221,34.162,CHAN,Channel Islands Coast Guard Military,MIL,805.861.0785,,military only - do not use our lat/lon - contact them for directions and info,,,RS,CA,3.5,SW,Oxnard
-122.288,38.625,CHAP,Chaparral Cove - Lake Berryessa - USBR,BOR,707.966.9088,,,,,,CA,22.6,N,Napa
-120.543,39.631,CHAP,Chapman Creek,NF,530.288.3231/530.265.4531,early jun-mid oct,,27,5925,NH ND 25ft VT DW NS RS,CA,6.6,NE,Sierra City
-123.184,39.206,CHEK,Chekaka,COE,707.467.4200,early may-late dec,,,,NH ND NS RS PA,CA,4.1,N,Ukiah
-121.497,40.103,CHER,Cherry Hill,NF,530.258.2141/530.257.2151,,,26,4816,NH ND 30ft VT DW NS NR,CA,19.8,SW,Chester
-119.915,37.987,CHEV,Cherry Valley,NF,209.962.7825/209.533.3671,,,45,4941,NH ND 22ft VT DW NS NR,CA,20,NE,Groveland
-118.462,35.824,CHIC,Chico Flat,NF,760.379.5646/559.784.1500,,dispersed,35,2933,NH ND PT NW NS NR N$,CA,5.2,NW,Kernville
-118.016,34.321,CHIS,Chilao,NF,818.899.1900/626.574.1613,mid apr-mid sep,,111,5351,NH ND 36ft VT DW NS NR L$,CA,13.2,NE,La Canada
-120.166,39.866,CHIF,Chilcoot Family .,NF,530.836.2575/530.283.2050,mid may-late sep,,40,5151,NH ND 45ft FT DW NS RS,CA,4.9,N,Chilcoot
-119.539,37.37,CHIL,Chilkoot,NF,559.877.2218/559.297.0706,mid may-late sep,,14,4783,NH ND 33ft VT NW NS RS,CA,6.7,NE,Oakhurst
-120.538,38.734,CHIM,Chimney  - Sly Park Recreation Area,CP,530.644.2545,,,,3489,NH ND VT DW NS RS,CA,3.2,SE,Pollock Pines
-118.043,35.839,CHIM,Chimney Creek,BLM,661.391 6000,,unknown facil,36,5719,NH ND 25ft NS NR N$,CA,18.5,NW,Inyokern
-122.48,38.002,CHIC,China Camp State Park,SP,415.456.0766,all year,long walk to sites,,,NH ND SH RS,CA,3.4,NE,San Rafael
-120.268,38.754,CHIT,China Flat,NF,530.644.2324/530.622.5061,mid may-mid sep,,19,4711,NH ND 40ft VT DW NS NR,CA,2.1,SE,Kyburz
-117.824,33.92,CHIN,Chino Hills - State Park,SP,951.780.6222,,,20,,NH ND 28ft FT DW SH NR,CA,7.1,SW,Chino Hills
-119.363,36.822,CHOI,Choinumni,CP,559.488.3004,,,36,,NH DP FT DW NS L$,CA,1.3,NE,Piedra
-119.456,38.394,CHRF,Chris Flat,NF,760.932.7070/775.331.6444,,,15,6847,NH ND 35ft VT DW NS NR,CA,8.4,S,Walker
-120.836,40.568,CHRI,Christie,NF,530.257.4188/530.257.2151,mid may-late aug,,69,5161,NH ND 35ft FT DW NS RS PA,CA,14.2,NW,Susanville
-119.001,34.785,CHUC,Chuchupate,NF,661.245.3731/805.961.5778,,,30,6276,NH ND 42ft VT DW NS NR L$,CA,4.1,SW,Frazier Park
-119.123,34.813,CHUL,Chula Vista,NF,661.245.3731/805.961.5778,,,12,8320,NH ND VT NW NS NR,CA,10.1,W,Frazier Park
-116.447,32.777,CIBB,Cibbets Flat,NF,619.445.6235/626.574.1613,,,25,4167,NH ND 27ft VT DW NS NR,CA,5.7,SE,Pine Valley
-124.115,41,CLAB,Clam Beach County Park,CP,,all year,,18,,NH ND VT NW NS,CA,9.4,N,Arcata
-119.8,38.396,CLAF,Clark Fork,NF,209.965.3434/209.533.3671,,,88,6171,NH DP 40ft FTVT DW SH NR,CA,37.2,NE,Mi-Wuk
-122.812,40.857,CLAR,Clark Springs,NF,530.275.1587/530.226.2500,,,20,2379,NH ND 25ft DW NS NR,CA,10.5,SW,Trinity Center
-122.586,40.931,CLEC,Clear Creek,NF,530.275.1587/530.226.2500,,,7,3468,NH ND 22ft VT NW NS NR,CA,10.9,W,Lakehead
-122.814,39.008,CLEA,Clear Lake State Park,SP,707.279.4293,all year,,149,,NH DP 35ft FT DW SH RS,CA,2.5,NE,Kelseyville
-124.204,41.971,CLIF,Clifford Kamph Co Park,CP,707.464.7230,,tent only,9,,NH ND NS,CA,4.2,NW,Smith River
-119.28,37.529,CLOV,Clover Meadow,NF,559.877.2218/559.297.0706,,,7,7064,NH ND 16ft VT DW NS NR N$,CA,,,
-123.024,38.804,CLOF,Cloverdale Citrus Fair,CP,707.894.3992,,,,,E DP DW SH,CA,0.4,W,Cloverdale
-120.623,35.108,COAS,Coastal Dunes RV Park,CP,805.781.4900,,,232,,WES DW SH,CA,0.9,NW,Oceano
-119.962,37.214,CODO,Codorniz Rec Area,COE,559.689.3255,all year,,62,,WES DP FT DW SH RS PA,CA,17.6,E,Chowchilla
-118.743,36.152,COFF,Coffee Camp,NF,,,little info,,2516,NH ND NS,CA,4.4,E,Springville
-120.315,39.543,COLD,Cold Creek,NF,530.994.3401/530.265.4531,mid apr-mid oct,,11,5761,NH ND 20ft VT DW NS RS,CA,4.3,SE,Sierraville
-118.611,36.452,COLS,Cold Springs - Sequoia National Park,NP,559.565.3341,,,,7546,VT DW NR,CA,16.4,E,Three Rivers
-117.84,34.291,COLB,Coldbrook,NF,626.335.1251/626.574.1613,,mud slides - may be closed - check!,20,3323,NH ND 22ft VT NW NS NR L$,CA,,,
-118.999,37.597,COLW,Coldwater,NF,760.924.5500/760.873.2400,early jun-late sep,,75,9058,NH ND 35ft FT DW NS RS PA,CA,3.8,SW,ammoth Lakes
-119.17,37.252,COLL,College,NF,559.855.5355/559.297.0706,early jun-late aug,,12,7014,NH ND 27ft FTVT DW NS RS PA,CA,0.3,E,Lakeshore
-119.386,35.868,COLO,Colonel Allensworth State Historic Park,SP,661.849.3433,all year,,15,,NH DP 35ft FT DW SH RS,CA,6.4,W,Earlimart
-120.17,34.94,COLN,Colson,NF,805.925.9538/805.961.5778,,,5,2011,NW NR L$,CA,15.1,E,Santa Maria
-122.015,39.218,COLU,Colusa - Sacramento River State Rec Area,SRA,530.458.4927,mid may-late dec,,14,,NH DP 27ft FT DW SH RS,CA,0.4,NW,Colusa
-122.018,39.205,COLF,Colusa County Fairgrounds,CP,530.458.2641,,,38,,E DP DW SH,CA,0.8,SW,Colusa
-120.368,40.047,CONK,Conklin Park Family .,NF,530.836.2575/530.283.2050,,,9,5955,NH ND 22ft VT NW NS NR N$,CA,17.2,N,Portola
-121.821,38.011,CONT,Contra Costa County Fair RV Park,CP,925.757.4400,all year,,24,,E ND DW SH,CA,0.9,NW,Antioch
-118.831,36.818,CONV,Convict Flat,NF,559.338.2251/559.784.1500,,,5,3153,NR,CA,,,
-118.849,37.597,CONL,Convict Lake,NF,760.924.5500/760.873.2400,early may-late oct,,86,7569,NH DP 40ft FT DW NS RS,CA,7.7,SE,Mammoth Lakes
-121.166,40.145,COOL,Cool Springs,UTIL,,,,33,4180,NH ND NS,CA,5,S,Almanor
-114.903,33.448,COON,Coon Hollow,BLM,,,,,,NH ND 35ft VT NW NS NR,CA,,,
-122.804,40.746,COOP,Cooper Gulch,NF,530.275.1587/530.226.2500,,,6,1906,NH ND 16ft NW NS NR,CA,3.2,N,Lewiston
-115.326,33.626,CORN,Corn Springs,BLM,760.251.4800,all year,,9,1611,NH VT DW NR L$,CA,5.1,E,Corn Springs
-116.573,32.711,CORR,Corral Canyon,NF,619.445.6235/626.574.1613,,,20,3451,NH ND VT NW NS NR L$,CA,8,S,Pine Valley
-115.888,33.474,CORV,Corvina Beach  - Salton Sea State Rec Area,SRA,760.393.3052,early jun-late dec,,,,DW RS L$,CA,,,
-116.309,32.777,COTD,Cottonwood,BLM,,,,29,4111,VT DW NR,CA,8.1,N,Boulevard
-118.503,34.639,COTT,Cottonwood,NF,661.296.9710/626.574.1613,,,22,2746,NH ND 22ft VT NW NS NR L$,CA,3.8,SW,Lake Hughes
-120.317,39.549,COTW,Cottonwood,NF,530.994.3401/530.265.4531,,,48,5663,NH ND 25ft VT DW NS NR,CA,3.9,SE,Sierraville
-115.825,33.748,COWD,Cottonwood - Joshua Tree National Park,NP,760.367.5500,,,62,3104,NH ND 35ft FT DW SH NR N$,CA,22.5,E,Indio
-121.061,41.431,COTF,Cottonwood Flat,NF,530.667.2246/530.233.5811,,,5,4793,NH ND 16ft VT NW NS NR,CA,9.9,W,Canby
-120.209,39.891,COTS,Cottonwood Springs Family .,NF,530.836.2575/530.283.2050,mid apr-mid sep,,20,5696,NH DP 50ft FT DW NS NR,CA,7.4,NW,Chilcoot
-123.05,39.056,COWM,Cow Mountain Rec Area,BLM,707.468.4000,,narrow roads - no RVs - desert terrain- 5 areas,,3025,NH ND VT NW NS NR N$,CA,10.7,SE,Ukiah
-118.619,36.127,COYF,Coy Flat,NF,559.539.2607/559.784.1500,mid may-late oct,,20,4764,NH ND 22ft VT DW NS RS,CA,11.1,E,Springville
-121.528,37.078,COYO,Coyote Lake County Park,CP,408.842.7800,,,74,,NH ND 31ft FT DW NS L$,CA,5.4,NE,Gilroy
-117.085,34.264,CRAB,Crab Flats,NF,909.382.2782/909.382.2600,mid may-late oct,,29,5984,NH ND 16ft VT DW NS RS PA,CA,6,E,Lake Arrowhead
-121.52,40.563,CRGS,Crags - Lassen Volcanic National Park,NP,760.932.9888,mid may-late oct,,45,5676,NH ND 45ft VT DW NS RS,CA,,,
-119.795,37.752,CRAN,Crane Flat - Yosemite National Park,NP,209.372.0200,early jul-late sep,,166,5899,NH FT DW NS RS PA,CA,0.3,E,Crane Flat
-121.043,40.627,CRAT,Crater Lake,NF,530.257.4188/530.257.2151,,,17,6929,NH ND 25ft VT DW NS NR,CA,25.1,NW,Susanville
-120.423,39.891,CROC,Crocker Family .,NF,530.836.2575/530.283.2050,,,10,5787,NH ND 32ft VT NW NS NR N$,CA,6.1,NE,Portola
-118.769,37.573,CROW,Crowley Lake,BLM,,,,47,6975,NH DP VT NW NS NR,CA,12.3,SE,Mammoth Lakes
-117.822,33.563,CRYS,Crystal Cove State Park - Moro Campground,SP,949.494.9143,all year,very expensive,57,,WES DP FT DW SH RS,CA,2.7,NW,Laguna Beach
-117.836,34.324,CRYL,Crystal Lake Rec Area,NF,626.335.1251/626.574.1613,early may-mid dec,,191,5738,NH ND 45ft FT DW NS RS L$,CA,13.8,N,Azusa
-119.845,38.764,CRYS,Crystal Springs,NF,775.882.2766/775.331.6444,,,25,6138,NH ND 22ft VT DW NS NR,CA,48.3,NW,Bridgeport
-123.389,41.786,CURL,Curly Jack,NF,530.493.2243/530.842.6131,mid may-late dec,,12,,NH ND 50ft VT DW NS RS,CA,0.7,SW,Happy Camp
-120.102,38.977,DLBL,D.L. Bliss State Park,SP,530.525.7277,mid may-late dec,,170,6296,NH DP FT DW SH RS,CA,1.1,N,Emerald Bay
-119.832,38.342,DARD,Dardanelle,NF,209.965.3434/209.533.3671,,,28,5784,NH ND 28ft VT DW NS NR,CA,0.1,NE,Dardanelle
-116.732,33.804,DARC,Dark Canyon,NF,909.382.2922/909.382.2600,mid may-mid sep,,17,5994,NH ND 17ft VT DW NS RS PA L$,CA,4.1,N,Idyllwild
-121.108,39.429,DARK,Dark Day,NF,530.288.3231/530.265.4531,,,15,2034,NH ND VT DW NS NR,CA,3.5,SW,Camptonville
-122.656,39.362,DAVI,Davis Flat,NF,530.934.1250/530.934.3316,,,29,1591,30ft VT DW NR,CA,17.9,S,Elk Creek
-119.95,34.756,DAVY,Davy Brown,NF,805.925.9538/805.961.5778,,,13,2116,NH ND 18ft VT DW NS NR L$,CA,12.3,NE,Santa Ynez
-121.975,41.062,DEAL,Deadlum,NF,530.275.1587/530.226.2500,,,24,2746,NH ND 24ft VT NW NS NR N$,CA,18.6,N,Round Mountain
-119.748,38.317,DEAD,Deadman,NF,209.965.3434/209.533.3671,,,15,6316,NH ND 28ft VT NW NS NR N$,CA,35.3,NE,Mi-Wuk
-121.024,39.89,DEAN,Deanes Valley,NF,530.283.0555/530.283.2050,mid apr-mid sep,,7,4390,NH ND 24ft VT NW NS NR N$,CA,5.2,SW,Quincy
-121.838,40.965,DEEP,Deep Creek,NF,530.275.1587/530.226.2500,,,12,2156,NH ND NS NR,CA,5.4,SE,Big Bend
-119.176,37.252,DEEC,Deer Creek,NF,559.855.5355/559.297.0706,early jun-late aug,,37,7021,NH ND 35ft FT DW NS RS PA,CA,41.4,NE,Clovis
-122.135,41.568,DEEM,Deer Mountain Snowpark,NF,,,,5,5771,NH ND VT NW NS NR L$,CA,16.4,NE,Weed
-122.884,39.266,DEER,Deer Valley,NF,707.275.2361/530.934.3316,,,13,3645,NH ND NS NR,CA,7.1,N,Upper Lake
-122.926,40.47,DEEL,Deerlick Springs,NF,530.628.5227/530.226.2500,,,13,3255,NH ND VT NW NS NR N$,CA,,,
-120.526,38.742,DEER,Deerwood  - Sly Park Recreation Area,CP,530.644.2545,,,,3605,NH ND VT DW NS RS,CA,3.5,SE,Pollock Pines
-117.405,33.221,DELM,Del Mar Beach Military,MIL,760.725.2134,,military only - do not use our lat/lon - contact them for directions and info,,,RS,CA,2.3,NW,Oceanside
-121.688,37.57,DELV,Del Valle Regional Park,CP,888.327.2757,,,150,,NH DP FT DW SH,CA,8.9,SE,Livermore
-119.202,34.436,DENN,Dennison Park,CP,805.654.3951,,,,,NH ND 35ft FT DW NS,CA,2.5,E,Ojai
-123.393,40.933,DENN,Denny,NF,530.623.2121/530.226.2500,,,5,,NH ND 25ft VT NW NS NR N$,CA,0.8,SW,Denny
-116.959,34.875,DESE,Desert Rat RV Military,MIL,760.577.6418,,military only - do not use our lat/lon - contact them for directions and info,,2098,RS,CA,3.6,SE,Barstow
-119.063,37.654,DEVI,Devils Postpile,NM,760.934.2289,,,21,9065,NH ND 25ft FT DW NS NR,CA,,,
-118.036,34.243,DEVO,Devore,NF,818.899.1900/626.574.1613,,,6,2940,NR,CA,10.5,NW,Azusa
-120.638,39.631,DIAB,Diablo,NF,530.288.3231/530.265.4531,early jun-mid oct,,18,5915,NH ND 40ft VT NW NS RS,CA,,,
-119.87,37.863,DIAM,Diamond O,NF,209.965.3434/209.533.3671,,,31,4385,NH ND VT DW NS NR,CA,19.8,E,Groveland
-118.057,36.559,DIAZ,Diaz Lake,CP,760.876.5656,,,200,3678,NH ND VT DW NS L$,CA,3.3,S,Lone Pine
-123.541,41.574,DILL,Dillon,NF,530.627.3291/707.442.1721,mid may-mid oct,,21,,NH ND 35ft VT DW NS RS,CA,18.9,N,Orleans
-119.156,37.071,DINK,Dinkey,NF,559.855.5355/559.297.0706,early jun-late oct,,141,5850,NH ND 42ft FTVT DW NS RS PA,CA,1.1,S,Dinkey Creek
-119.837,37.671,DIRT,Dirt Flat,NF,559.877.2218/559.297.0706,all year,,5,1604,NH ND VT DW NS RS,CA,2.9,W,El Portal
-122.702,39.336,DIXG,Dixie Glade,NF,,,horse camp,7,3700,NH ND VT DW NS NR L$,CA,8.9,W,Stonyford
-117.047,33.162,DIXL,Dixon Lake,CP,760.839.4680,,,45,,E DP 35ft FT DW SH,CA,3.7,NE,Escondito
-118.435,33.931,DOCK,Dockweiler Beach RV,CP,800.950.7275,all year,,117,,WE DP 35ft DW SH,CA,13.8,SW,Los Angeles
-120.131,40.975,DODG,Dodge,BLM,,,,11,5743,NH ND VT NW NS NR,CA,47.3,NE,Susanville
-120.066,39.565,DOGV,Dog Valley,NF,,,,8,6352,NH ND VT NW NS NR,CA,5.2,NW,Verdi
-117.212,34.235,DOGW,Dogwood,NF,909.382.2782/909.382.2600,early may-late oct,,93,5764,E DP 40ft FT DW SH RS PA,CA,0.8,NE,Rimforest
-117.688,33.464,DOHE,Doheny State Beach,SB,949.496.6172,all year,,122,,NH DP 35ft FT DW SH RS PA,CA,0.6,E,Dana Point
-121.345,40.36,DOMI,Domingo Springs,NF,530.258.2141/530.257.2151,,,18,5108,NH ND 25ft VT DW NS NR,CA,7,NW,Chester
-120.241,39.322,DONN,Donner Memorial State Park,SP,530.582.7892,mid may-late dec,,54,5971,NH ND 28ft FT DW SH RS,CA,3.1,W,Truckee
-120.634,39.322,DONS,Donner Summit Area - Lake Spaulding,UTIL,916.386.5164,,,25,5049,NH ND NS,CA,2.4,NE,Emigrant Gap
-119.31,37.113,DORA,Dorabelle,NF,559.855.5355/559.297.0706,mid may-late oct,,71,5495,NH ND 40ft VT DW NS RS PA N$,CA,0.8,NE,Shaver Lake
-123.042,38.315,DORN,Doran Regional Park,CP,,,,,,NH DP DW SH,CA,1.3,S,Bodega Bay
-118.811,36.636,DORS,Dorst  Creek - Sequoia National Park,NP,559.565.4488,mid jun-late aug,,204,6824,NH DP 30ft FT DW NS RS PA,CA,6.1,NW,Giant Forest
-116.941,32.999,DOSP,Dos Picos,CP,760.789.2220,,res: 877.565.3600,68,1516,WE DP 40ft FT DW SH RS,CA,5.2,SW,Ramona
-121.311,37.83,DOSR,Dos Reis,CP,209.953.8800,,,,,E DP 60ft FT DW SH,CA,1.9,W,Lathrop
-122.954,40.648,DOUG,Douglas City,BLM,,,,20,1644,NH ND 28ft FT DW NS NR L$,CA,0.6,SW,Douglas City
-118.011,35.424,DOVE,Dove Springs Off Hwy Area,BLM,760.384.5400,,off hwy veh area - no tables,,3263,NH ND VT NW NS NR,CA,27.2,N,Mohave
-116.97,33.461,DRIP,Dripping Springs,NF,760.788.0250/626.574.1613,,,23,1650,NH ND 32ft VT DW NS NR,CA,6.2,W,Aguanga
-120.765,38.942,DRUB,Dru Barner,NF,530.333.4312/530.622.5061,,,47,3205,NH ND DW NS NR,CA,4.6,NE,Georgetown
-119.835,37.674,DRYG,Dry Gulch,NF,559.642.3212,all year,walk to sites only,4,1600,NH ND VT DW NS RS,CA,14.9,NE,Mariposa
-114.942,32.714,DUNE,Dunebuggy FlatsÂ Â OHV,BLM,760.337.4400,,nonmaintained-Â gravel surface- dumpsters- toilets,,,NH ND VT NW NS N$,CA,17.9,W,Winterhaven
-118.977,34.675,DUTC,Dutchman,NF,661.245.3731/805.961.5778,,,8,6752,NH ND PT DW NS NR L$,CA,35.8,SE,Maricopa
-123.659,41.235,ENEN,E - Ne - Nuck,NF,530.627.3291/707.442.1721,,,11,,NH DP NS NR,CA,7.6,SW,Orleans
-120.779,40.549,EAGL,Eagle,NF,530.257.4188/530.257.2151,,,50,5184,NH DP 32ft FT DW NS NR N$,CA,11.3,NW,Susanville
-122.671,41.153,EAGC,Eagle Creek,NF,530.275.1587/530.226.2500,mid may-late aug,,18,2789,WES ND 35ft VT DW NS RS PA,CA,11.8,N,Trinity Center
-123.109,41.154,EASF,East Fork,NF,530.629.2118/707.442.1721,,,11,1860,NH ND VT NW NS NR,CA,1.9,NE,Cecilville
-118.719,37.484,EASK,East Fork,NF,760.873.2500/760.873.2400,mid may-late oct,,133,8937,NH ND 40ft FT DW NS RS,CA,19.6,NW,Bishop
-120.532,39.501,EASM,East Meadow,NF,530.994.3401/530.265.4531,early jun-late aug,,46,6184,NH DP 30ft FT DW NS RS PA,CA,22.1,NW,Truckee
-122.52,39.349,EAST,East Park Reservoir - USBR,BOR,530. 968.5274,all year,some SFW sites may not have tables,,,NH ND NW NS NR N$,CA,3.7,NW,Lodoga
-122.921,40.773,EASW,East Weaver,NF,530.275.1587/530.226.2500,,,11,2766,NH ND 25ft VT DW NS NR,CA,18.6,SW,Trinity Center
-118.833,36.718,EASB,Eastern Big Meadow Road,NF,559.338.2251/559.784.1500,,,24,7677,NR,CA,,,
-123.107,41.154,EAST,Eastfork,NF,530.468.5351/530.842.6131,,,6,2425,NR,CA,,,
-117.925,34.918,EDWA,Edwards AFB Military,MIL,661.275.2267,,military only - do not use our lat/lon - contact them for directions and info,,2337,RS,CA,,,
-123.084,39.825,EELR,Eel River,NF,707.983.6118/530.934.3316,mid mar-mid dec,,15,1516,NH ND 21ft VT DW NS NR L$,CA,9,E,Covelo
-120.022,34.462,ELCP,El Capitan State Beach,SB,805.968.1033,early apr-late dec,,131,,NH ND 30ft FT DW SH RS,CA,11.2,W,Goleta
-117.413,33.651,ELCA,El Cariso,NF,909.736.1811/626.574.1613,mid may-mid oct,,24,2592,NH ND 22ft VT DW NS NR,CA,5.1,W,Lake Elsinore
-115.68,32.818,ELCE,El Centro NAF Military,MIL,760.339.2486,,military only - do not use our lat/lon - contact them for directions and info,,,RS,CA,7,W,El Centro
-120.71,35.338,ELCH,El Chorro Regional Park,CP,805.781.5930,,,63,,E DP 40ft FT DW SH,CA,4.8,NW,San Luis Obispo
-119.975,38.944,ELDO,El Dorado,CP,,,,,6248,,CA,0.3,NE,South Lake Tahoe
-117.542,34.623,ELMI,El Mirage Dry Lake OHV,BLM,760.252.6000,,,,,NH ND VT NW NS L$,CA,8,W,Adelanto
-121.448,40.248,ELAM,Elam,NF,530.258.2141/530.257.2151,,,11,4455,NH ND 30ft VT DW NS NR,CA,12.1,W,Chester
-124.03,41.359,ELKP,Elk Prairie  - Prairie Creek Redwoods State Park,SP,707.465.7335,all year,,68,,NH DP 27ft FT DW SH RS,CA,5.2,N,Orick
-119.244,37.938,ELLE,Ellery,NF,760.647.3045/760.873.2400,,,12,9541,NH ND 26ft VT DW NS NR,CA,6.9,W,Lee Vining
-122.242,40.916,ELLC,Ellery Creek,NF,530.275.1587/530.226.2500,mid may-late dec,,19,,NH ND 30ft VT DW NS RS,CA,7.2,E,Lakehead
-120.085,38.952,EMEB,Emerald Bay State Park,SP,530.541.3030,mid may-late dec,As of 2013 - may be CLOSED - check,100,6604,NH FT DW SH RS,CA,5.8,W,South Lake Tahoe
-120.138,41.264,EMER,Emerson,NF,530.279.6116/530.233.5811,,,4,5817,NH ND 16ft VT NW NS NR N$,CA,3.8,S,Eagleville
-117.227,36.495,EMIG,Emigrant - Death Valley National Park,NP,760.786.3200,all year,tent only - no shade,10,2100,NH ND FT DW NS NR N$,CA,25,NE,Panamint Springs
-119.319,34.282,EMMA,Emma Wood State Beach,SB,805.968.1033,mid may-late dec,,90,,NH ND 35ft NW NS RS,CA,5.2,W,Ventura
-114.2,34.226,EMPI,Empire Landing,BLM,,,,56,,NH DP DW SH NR L$,CA,7.1,NE,Earp
-118.163,36.451,EQUE,Equestrian,NF,760.647.3045/760.873.2400,,horse camp,10,9984,VT DW NR,CA,,,
-121.495,36.141,ESCO,Escondido,NF,831.385.5434/805.961.5778,,,9,2188,NH ND VT NW NS NR N$,CA,18.7,SW,Greenfield
-118.949,36.69,ESHO,Eshom,NF,559.338.2251/559.784.1500,,,23,4915,NH ND 22ft VT DW NS NR,CA,20.9,NE,Woodlake
-122.9,41.459,ETNA,Etna City Park,CP,,,,,,NH ND NS,CA,,,Etna
